음식이름,영양성분,함유량
육원전,레티놀,171.00㎍
육원전,비타민 A,213.14㎍RE
육원전,비타민 B,61.00mg
육원전,비타민 C,7.80mg
육원전,비타민 E,16.01mg
육원전,식이섬유,7.19g
육원전,아연,6.96mg
육원전,엽산,56.50㎍
육원전,인,618.46mg
육원전,지질,56.29g
육원전,철분,9.59mg
육원전,칼륨,764.36mg
육원전,칼슘,275.98mg
육원전,콜레스테롤,571.00mg
무말랭이무침,베타카로틴,985.10㎍
무말랭이무침,니아신,1.40mg
무말랭이무침,나트륨,599.50mg
무말랭이무침,단백질,3.89g
무말랭이무침,당질,27.16g
무말랭이무침,레티놀,0.00㎍
무말랭이무침,비타민 A,164.20㎍RE
무말랭이무침,비타민 B,60.40mg
무말랭이무침,비타민 C,18.10mg
무말랭이무침,비타민 E,1.60mg
무말랭이무침,식이섬유,5.25g
무말랭이무침,아연,0.37mg
무말랭이무침,엽산,33.00㎍
무말랭이무침,인,96.20mg
무말랭이무침,지질,2.98g
무말랭이무침,철분,2.28mg
무말랭이무침,칼륨,640.70mg
무말랭이무침,칼슘,73.84mg
무말랭이무침,콜레스테롤,0.00mg
족발,베타카로틴,"12,019.34㎍"
족발,니아신,174.30mg
족발,나트륨,"6,444.41mg"
족발,단백질,806.12g
족발,당질,94.11g
족발,레티놀,96.00㎍
족발,비타민 A,"2,099.45㎍RE"
족발,비타민 B,629.18mg
족발,비타민 C,59.94mg
족발,비타민 E,17.03mg
족발,식이섬유,37.58g
족발,아연,138.50mg
족발,엽산,384.45㎍
족발,인,"12,054.85mg"
족발,지질,600.70g
족발,철분,110.06mg
족발,칼륨,"8,769.73mg"
족발,칼슘,669.46mg
족발,콜레스테롤,"2,919.84mg"
삼선누룽지탕,베타카로틴,436.04㎍
삼선누룽지탕,니아신,15.03mg
삼선누룽지탕,나트륨,"1,824.77mg"
삼선누룽지탕,단백질,66.85g
삼선누룽지탕,당질,278.69g
삼선누룽지탕,레티놀,0.00㎍
삼선누룽지탕,비타민 A,72.84㎍RE
삼선누룽지탕,비타민 B,60.93mg
삼선누룽지탕,비타민 C,21.20mg
삼선누룽지탕,비타민 E,111.11mg
삼선누룽지탕,식이섬유,8.16g
삼선누룽지탕,아연,8.54mg
삼선누룽지탕,엽산,63.96㎍
삼선누룽지탕,인,785.79mg
삼선누룽지탕,지질,109.35g
삼선누룽지탕,철분,10.43mg
삼선누룽지탕,칼륨,"1,783.96mg"
삼선누룽지탕,칼슘,220.52mg
삼선누룽지탕,콜레스테롤,324.10mg
표고버섯전,베타카로틴,34.14㎍
표고버섯전,니아신,9.72mg
표고버섯전,나트륨,972.69mg
표고버섯전,단백질,28.35g
표고버섯전,당질,60.93g
표고버섯전,레티놀,97.80㎍
표고버섯전,비타민 A,103.50㎍RE
표고버섯전,비타민 B,60.30mg
표고버섯전,비타민 C,1.90mg
표고버섯전,비타민 E,13.95mg
표고버섯전,식이섬유,11.08g
표고버섯전,아연,2.44mg
표고버섯전,엽산,29.14㎍
표고버섯전,인,421.82mg
표고버섯전,지질,69.88g
표고버섯전,철분,4.38mg
표고버섯전,칼륨,975.09mg
표고버섯전,칼슘,76.61mg
표고버섯전,콜레스테롤,308.50mg
야채죽,베타카로틴,"1,482.00㎍"
야채죽,니아신,0.88mg
야채죽,나트륨,394.70mg
야채죽,단백질,4.02g
야채죽,당질,40.22g
야채죽,레티놀,0.00㎍
야채죽,비타민 A,247.10㎍RE
야채죽,비타민 B,60.13mg
야채죽,비타민 C,12.60mg
야채죽,비타민 E,1.45mg
야채죽,식이섬유,1.43g
야채죽,아연,0.87mg
야채죽,엽산,31.95㎍
야채죽,인,43.00mg
야채죽,지질,2.32g
야채죽,철분,1.24mg
야채죽,칼륨,189.50mg
야채죽,칼슘,19.40mg
야채죽,콜레스테롤,0.00mg
토마토스파게티,베타카로틴,355.46㎍
토마토스파게티,니아신,7.05mg
토마토스파게티,나트륨,"1,250.30mg"
토마토스파게티,단백질,34.48g
토마토스파게티,당질,162.26g
토마토스파게티,레티놀,4.80㎍
토마토스파게티,비타민 A,63.94㎍RE
토마토스파게티,비타민 B,60.52mg
토마토스파게티,비타민 C,28.98mg
토마토스파게티,비타민 E,2.76mg
토마토스파게티,식이섬유,7.26g
토마토스파게티,아연,3.76mg
토마토스파게티,엽산,56.18㎍
토마토스파게티,인,521.46mg
토마토스파게티,지질,21.45g
토마토스파게티,철분,4.06mg
토마토스파게티,칼륨,788.08mg
토마토스파게티,칼슘,73.16mg
토마토스파게티,콜레스테롤,43.16mg
떡갈비,베타카로틴,116.61㎍
떡갈비,니아신,13.99mg
떡갈비,나트륨,"1,905.04mg"
떡갈비,단백질,52.24g
떡갈비,당질,21.47g
떡갈비,레티놀,31.20㎍
떡갈비,비타민 A,50.67㎍RE
떡갈비,비타민 B,61.10mg
떡갈비,비타민 C,6.93mg
떡갈비,비타민 E,4.21mg
떡갈비,식이섬유,1.36g
떡갈비,아연,9.55mg
떡갈비,엽산,21.30㎍
떡갈비,인,459.40mg
떡갈비,지질,61.03g
떡갈비,철분,459.96mg
떡갈비,칼륨,"1,043.57mg"
떡갈비,칼슘,47.68mg
떡갈비,콜레스테롤,182.00mg
된장찌개,베타카로틴,"1,066.35㎍"
된장찌개,니아신,3.01mg
된장찌개,나트륨,948.40mg
된장찌개,단백질,11.28g
된장찌개,당질,12.43g
된장찌개,레티놀,0.00㎍
된장찌개,비타민 A,177.81㎍RE
된장찌개,비타민 B,60.28mg
된장찌개,비타민 C,24.28mg
된장찌개,비타민 E,1.78mg
된장찌개,식이섬유,4.97g
된장찌개,아연,0.87mg
된장찌개,엽산,34.89㎍
된장찌개,인,208.01mg
된장찌개,지질,3.44g
된장찌개,철분,3.54mg
된장찌개,칼륨,508.35mg
된장찌개,칼슘,224.38mg
된장찌개,콜레스테롤,20.90mg
맛간장,베타카로틴,0.00㎍
맛간장,니아신,1.02mg
맛간장,나트륨,"4,980.00mg"
맛간장,단백질,6.50g
맛간장,당질,4.10g
맛간장,레티놀,0.00㎍
맛간장,비타민 A,0.00㎍RE
맛간장,비타민 B,60.12mg
맛간장,비타민 C,0.00mg
맛간장,비타민 E,0.53mg
맛간장,식이섬유,0.68g
맛간장,아연,0.28mg
맛간장,엽산,16.20㎍
맛간장,인,131.75mg
맛간장,지질,0.25g
맛간장,철분,1.79mg
맛간장,칼륨,340.00mg
맛간장,칼슘,33.15mg
맛간장,콜레스테롤,0.00mg
새송이버섯전,베타카로틴,0.00㎍
새송이버섯전,니아신,6.09mg
새송이버섯전,나트륨,138.89mg
새송이버섯전,단백질,5.88g
새송이버섯전,당질,28.77g
새송이버섯전,레티놀,0.00㎍
새송이버섯전,비타민 A,0.00㎍RE
새송이버섯전,비타민 B,60.15mg
새송이버섯전,비타민 C,0.00mg
새송이버섯전,비타민 E,27.39mg
새송이버섯전,식이섬유,6.48g
새송이버섯전,아연,1.70mg
새송이버섯전,엽산,22.19㎍
새송이버섯전,인,75.60mg
새송이버섯전,지질,48.90g
새송이버섯전,철분,2.28mg
새송이버섯전,칼륨,433.74mg
새송이버섯전,칼슘,11.86mg
새송이버섯전,콜레스테롤,0.00mg
소불고기전골,베타카로틴,"2,463.73㎍"
소불고기전골,니아신,26.10mg
소불고기전골,나트륨,"4,331.25mg"
소불고기전골,단백질,87.02g
소불고기전골,당질,80.49g
소불고기전골,레티놀,27.00㎍
소불고기전골,비타민 A,437.40㎍RE
소불고기전골,비타민 B,61.98mg
소불고기전골,비타민 C,73.81mg
소불고기전골,비타민 E,7.00mg
소불고기전골,식이섬유,17.02g
소불고기전골,아연,8.34mg
소불고기전골,엽산,213.02㎍
소불고기전골,인,"1,098.90mg"
소불고기전골,지질,41.91g
소불고기전골,철분,16.95mg
소불고기전골,칼륨,"2,514.38mg"
소불고기전골,칼슘,433.27mg
소불고기전골,콜레스테롤,147.00mg
벨기에와플,베타카로틴,90.00㎍
벨기에와플,니아신,2.32mg
벨기에와플,나트륨,"2,445.90mg"
벨기에와플,단백질,33.22g
벨기에와플,당질,200.16g
벨기에와플,레티놀,310.30㎍
벨기에와플,비타민 A,325.60㎍RE
벨기에와플,비타민 B,60.17mg
벨기에와플,비타민 C,0.50mg
벨기에와플,비타민 E,2.96mg
벨기에와플,식이섬유,6.94g
벨기에와플,아연,2.67mg
벨기에와플,엽산,68.16㎍
벨기에와플,인,360.20mg
벨기에와플,지질,64.24g
벨기에와플,철분,3.20mg
벨기에와플,칼륨,332.10mg
벨기에와플,칼슘,139.30mg
벨기에와플,콜레스테롤,306.60mg
참치김치볶음밥,베타카로틴,236.27㎍
참치김치볶음밥,니아신,10.20mg
참치김치볶음밥,나트륨,"1,691.95mg"
참치김치볶음밥,단백질,23.67g
참치김치볶음밥,당질,64.15g
참치김치볶음밥,레티놀,0.00㎍
참치김치볶음밥,비타민 A,39.12㎍RE
참치김치볶음밥,비타민 B,60.39mg
참치김치볶음밥,비타민 C,11.06mg
참치김치볶음밥,비타민 E,32.21mg
참치김치볶음밥,식이섬유,3.57g
참치김치볶음밥,아연,1.90mg
참치김치볶음밥,엽산,39.99㎍
참치김치볶음밥,인,209.27mg
참치김치볶음밥,지질,39.32g
참치김치볶음밥,철분,7.95mg
참치김치볶음밥,칼륨,588.44mg
참치김치볶음밥,칼슘,"1,176.86mg"
참치김치볶음밥,콜레스테롤,13.68mg
김치낙지수제비,베타카로틴,"6,899.40㎍"
김치낙지수제비,니아신,10.61mg
김치낙지수제비,나트륨,"9,494.20mg"
김치낙지수제비,단백질,40.67g
김치낙지수제비,당질,169.94g
김치낙지수제비,레티놀,0.00㎍
김치낙지수제비,비타민 A,"1,161.35㎍RE"
김치낙지수제비,비타민 B,61.08mg
김치낙지수제비,비타민 C,43.80mg
김치낙지수제비,비타민 E,14.06mg
김치낙지수제비,식이섬유,25.38g
김치낙지수제비,아연,3.01mg
김치낙지수제비,엽산,200.48㎍
김치낙지수제비,인,673.45mg
김치낙지수제비,지질,29.76g
김치낙지수제비,철분,7.71mg
김치낙지수제비,칼륨,"2,209.65mg"
김치낙지수제비,칼슘,559.40mg
김치낙지수제비,콜레스테롤,98.90mg
무말랭이,베타카로틴,"8,995.05㎍"
무말랭이,니아신,8.59mg
무말랭이,나트륨,"3,078.18mg"
무말랭이,단백질,18.80g
무말랭이,당질,94.35g
무말랭이,레티놀,1.10㎍
무말랭이,비타민 A,"1,500.45㎍RE"
무말랭이,비타민 B,61.74mg
무말랭이,비타민 C,71.63mg
무말랭이,비타민 E,4.45mg
무말랭이,식이섬유,27.55g
무말랭이,아연,1.76mg
무말랭이,엽산,105.74㎍
무말랭이,인,396.11mg
무말랭이,지질,7.37g
무말랭이,철분,9.38mg
무말랭이,칼륨,"2,787.90mg"
무말랭이,칼슘,285.06mg
무말랭이,콜레스테롤,2.38mg
굴미역국,베타카로틴,35.16㎍
굴미역국,니아신,3.13mg
굴미역국,나트륨,"1,150.66mg"
굴미역국,단백질,12.24g
굴미역국,당질,11.39g
굴미역국,레티놀,32.00㎍
굴미역국,비타민 A,38.07㎍RE
굴미역국,비타민 B,60.14mg
굴미역국,비타민 C,3.33mg
굴미역국,비타민 E,4.65mg
굴미역국,식이섬유,2.65g
굴미역국,아연,18.48mg
굴미역국,엽산,64.55㎍
굴미역국,인,201.08mg
굴미역국,지질,12.22g
굴미역국,철분,"5,622.00mg"
굴미역국,칼륨,591.19mg
굴미역국,칼슘,137.02mg
굴미역국,콜레스테롤,74.00mg
호두멸치볶음,베타카로틴,47.02㎍
호두멸치볶음,니아신,5.01mg
호두멸치볶음,나트륨,"1,878.14mg"
호두멸치볶음,단백질,23.24g
호두멸치볶음,당질,15.58g
호두멸치볶음,레티놀,0.00㎍
호두멸치볶음,비타민 A,7.87㎍RE
호두멸치볶음,비타민 B,60.49mg
호두멸치볶음,비타민 C,1.89mg
호두멸치볶음,비타민 E,23.82mg
호두멸치볶음,식이섬유,0.86g
호두멸치볶음,아연,1.66mg
호두멸치볶음,엽산,19.15㎍
호두멸치볶음,인,644.26mg
호두멸치볶음,지질,31.12g
호두멸치볶음,철분,3.74mg
호두멸치볶음,칼륨,957.72mg
호두멸치볶음,칼슘,765.50mg
호두멸치볶음,콜레스테롤,197.60mg
누룽지,베타카로틴,0.00㎍
누룽지,니아신,0.60mg
누룽지,나트륨,4.00mg
누룽지,단백질,7.00g
누룽지,당질,61.60g
누룽지,레티놀,0.00㎍
누룽지,비타민 A,0.00㎍RE
누룽지,비타민 B,60.52mg
누룽지,비타민 C,0.00mg
누룽지,비타민 E,1.40mg
누룽지,식이섬유,0.60g
누룽지,아연,0.70mg
누룽지,엽산,16.60㎍
누룽지,인,60.00mg
누룽지,지질,1.00g
누룽지,철분,0.20mg
누룽지,칼륨,54.00mg
누룽지,칼슘,4.00mg
누룽지,콜레스테롤,0.00mg
무생채,베타카로틴,960.40㎍
무생채,니아신,2.56mg
무생채,나트륨,"3,192.68mg"
무생채,단백질,6.16g
무생채,당질,20.69g
무생채,레티놀,0.00㎍
무생채,비타민 A,160.72㎍RE
무생채,비타민 B,60.51mg
무생채,비타민 C,32.48mg
무생채,비타민 E,1.46mg
무생채,식이섬유,6.27g
무생채,아연,1.16mg
무생채,엽산,22.55㎍
무생채,인,161.97mg
무생채,지질,2.99g
무생채,철분,3.11mg
무생채,칼륨,680.75mg
무생채,칼슘,271.93mg
무생채,콜레스테롤,31.74mg
나박김치,베타카로틴,"3,662.65㎍"
나박김치,니아신,5.72mg
나박김치,나트륨,"16,183.30mg"
나박김치,단백질,14.51g
나박김치,당질,51.39g
나박김치,레티놀,0.00㎍
나박김치,비타민 A,610.70㎍RE
나박김치,비타민 B,61.63mg
나박김치,비타민 C,146.50mg
나박김치,비타민 E,4.75mg
나박김치,식이섬유,17.85g
나박김치,아연,1.97mg
나박김치,엽산,285.26㎍
나박김치,인,385.87mg
나박김치,지질,2.14g
나박김치,철분,7.05mg
나박김치,칼륨,"2,349.11mg"
나박김치,칼슘,331.37mg
나박김치,콜레스테롤,0.00mg
우엉조림,베타카로틴,0.36㎍
우엉조림,니아신,1.64mg
우엉조림,나트륨,"1,881.62mg"
우엉조림,단백질,7.09g
우엉조림,당질,50.51g
우엉조림,레티놀,0.00㎍
우엉조림,비타민 A,0.08㎍RE
우엉조림,비타민 B,60.54mg
우엉조림,비타민 C,3.60mg
우엉조림,비타민 E,2.14mg
우엉조림,식이섬유,5.65g
우엉조림,아연,0.86mg
우엉조림,엽산,37.23㎍
우엉조림,인,157.32mg
우엉조림,지질,6.49g
우엉조림,철분,2.16mg
우엉조림,칼륨,586.28mg
우엉조림,칼슘,126.82mg
우엉조림,콜레스테롤,0.00mg
바비큐폭립,베타카로틴,576.39㎍
바비큐폭립,니아신,50.59mg
바비큐폭립,나트륨,"3,886.87mg"
바비큐폭립,단백질,157.15g
바비큐폭립,당질,109.23g
바비큐폭립,레티놀,48.00㎍
바비큐폭립,비타민 A,144.13㎍RE
바비큐폭립,비타민 B,69.28mg
바비큐폭립,비타민 C,34.01mg
바비큐폭립,비타민 E,4.26mg
바비큐폭립,식이섬유,5.93g
바비큐폭립,아연,22.89mg
바비큐폭립,엽산,"1,674.63㎍"
바비큐폭립,인,"1,729.18mg"
바비큐폭립,지질,141.87g
바비큐폭립,철분,5.97mg
바비큐폭립,칼륨,"2,445.24mg"
바비큐폭립,칼슘,154.95mg
바비큐폭립,콜레스테롤,552.00mg
와플,베타카로틴,128.10㎍
와플,니아신,1.70mg
와플,나트륨,"4,308.48mg"
와플,단백질,35.25g
와플,당질,203.57g
와플,레티놀,482.90㎍
와플,비타민 A,504.60㎍RE
와플,비타민 B,60.51mg
와플,비타민 C,2.00mg
와플,비타민 E,3.10mg
와플,식이섬유,5.06g
와플,아연,3.08mg
와플,엽산,46.00㎍
와플,인,"1,174.74mg"
와플,지질,79.35g
와플,철분,6.89mg
와플,칼륨,643.49mg
와플,칼슘,"2,085.61mg"
와플,콜레스테롤,679.70mg
맛술,베타카로틴,46.26㎍
맛술,니아신,2.09mg
맛술,나트륨,251.25mg
맛술,식물성 단백질,2.91g
맛술,당질,21.26g
맛술,레티놀,0.00㎍
맛술,비타민 A,7.74㎍RE
맛술,비타민 B,60.20mg
맛술,비타민 C,10.18mg
맛술,비타민 E,0.50mg
맛술,식이섬유,5.52g
맛술,아연,0.31mg
맛술,엽산,115.38㎍
맛술,인,57.10mg
맛술,식물성 지질,0.47g
맛술,식물성 철분,1.02mg
맛술,칼륨,846.33mg
맛술,식물성 칼슘,66.57mg
맛술,콜레스테롤,0.15mg
조개찜,베타카로틴,"2,575.51㎍"
조개찜,니아신,53.67mg
조개찜,나트륨,"7,858.65mg"
조개찜,단백질,288.47g
조개찜,당질,50.34g
조개찜,레티놀,100.00㎍
조개찜,비타민 A,524.47㎍RE
조개찜,비타민 B,62.62mg
조개찜,비타민 C,72.53mg
조개찜,비타민 E,32.53mg
조개찜,식이섬유,2.53g
조개찜,아연,52.25mg
조개찜,엽산,"7,007.56㎍"
조개찜,인,"3,626.03mg"
조개찜,지질,28.56g
조개찜,철분,181.36mg
조개찜,칼륨,"6,055.04mg"
조개찜,칼슘,"2,066.38mg"
조개찜,콜레스테롤,"1,272.70mg"
간장게장,베타카로틴,"3,961.85㎍"
간장게장,니아신,32.67mg
간장게장,나트륨,"11,348.71mg"
간장게장,단백질,151.75g
간장게장,당질,28.76g
간장게장,레티놀,0.00㎍
간장게장,비타민 A,663.05㎍RE
간장게장,비타민 B,62.04mg
간장게장,비타민 C,92.26mg
간장게장,비타민 E,13.36mg
간장게장,식이섬유,8.61g
간장게장,아연,11.83mg
간장게장,엽산,144.48㎍
간장게장,인,"1,971.09mg"
간장게장,지질,40.68g
간장게장,철분,11.07mg
간장게장,칼륨,"3,235.04mg"
간장게장,칼슘,675.45mg
간장게장,콜레스테롤,840.00mg
소시지야채볶음,베타카로틴,"2,956.50㎍"
소시지야채볶음,니아신,5.38mg
소시지야채볶음,나트륨,723.64mg
소시지야채볶음,단백질,15.88g
소시지야채볶음,당질,37.89g
소시지야채볶음,레티놀,8.00㎍
소시지야채볶음,비타민 A,501.18㎍RE
소시지야채볶음,비타민 B,60.51mg
소시지야채볶음,비타민 C,50.96mg
소시지야채볶음,비타민 E,14.36mg
소시지야채볶음,식이섬유,2.14g
소시지야채볶음,아연,1.96mg
소시지야채볶음,엽산,54.93㎍
소시지야채볶음,인,189.72mg
소시지야채볶음,지질,31.37g
소시지야채볶음,철분,1.39mg
소시지야채볶음,칼륨,560.76mg
소시지야채볶음,칼슘,35.72mg
소시지야채볶음,콜레스테롤,60.20mg
등심스테이크,베타카로틴,49.05㎍
등심스테이크,니아신,17.21mg
등심스테이크,나트륨,"2,246.22mg"
등심스테이크,단백질,58.61g
등심스테이크,당질,67.57g
등심스테이크,레티놀,182.10㎍
등심스테이크,비타민 A,190.45㎍RE
등심스테이크,비타민 B,61.44mg
등심스테이크,비타민 C,13.45mg
등심스테이크,비타민 E,6.54mg
등심스테이크,식이섬유,5.42g
등심스테이크,아연,8.27mg
등심스테이크,엽산,54.37㎍
등심스테이크,인,563.76mg
등심스테이크,지질,92.45g
등심스테이크,철분,8.66mg
등심스테이크,칼륨,"1,266.90mg"
등심스테이크,칼슘,121.95mg
등심스테이크,콜레스테롤,244.30mg
쇠고기미역국,베타카로틴,"4,158.00㎍"
쇠고기미역국,니아신,13.87mg
쇠고기미역국,나트륨,"6,034.66mg"
쇠고기미역국,단백질,54.29g
쇠고기미역국,당질,18.84g
